iso3,country,hdicode,region,gii_rank_2019,gii_1995,gii_2000,gii_2005,gii_2010,gii_2011,gii_2012,gii_2013,gii_2014,gii_2015,gii_2016,gii_2017,gii_2018,gii_2019,mmr_1995,mmr_2000,mmr_2005,mmr_2010,mmr_2011,mmr_2012,mmr_2013,mmr_2014,mmr_2015,mmr_2016,mmr_2017,abr_1995,abr_2000,abr_2005,abr_2010,abr_2011,abr_2012,abr_2013,abr_2014,abr_2015,abr_2016,abr_2017,abr_2018,abr_2019,se_f_1995,se_f_2000,se_f_2005,se_f_2010,se_f_2011,se_f_2012,se_f_2013,se_f_2014,se_f_2015,se_f_2016,se_f_2017,se_f_2018,se_f_2019,se_m_1995,se_m_2000,se_m_2005,se_m_2010,se_m_2011,se_m_2012,se_m_2013,se_m_2014,se_m_2015,se_m_2016,se_m_2017,se_m_2018,se_m_2019,pr_f_1995,pr_f_1997,pr_f_2000,pr_f_2005,pr_f_2010,pr_f_2011,pr_f_2012,pr_f_2013,pr_f_2014,pr_f_2015,pr_f_2016,pr_f_2017,pr_f_2018,pr_f_2019,pr_m_1995,pr_m_1997,pr_m_2000,pr_m_2005,pr_m_2010,pr_m_2011,pr_m_2012,pr_m_2013,pr_m_2014,pr_m_2015,pr_m_2016,pr_m_2017,pr_m_2018,pr_m_2019,lfpr_f_1995,lfpr_f_2000,lfpr_f_2005,lfpr_f_2010,lfpr_f_2011,lfpr_f_2012,lfpr_f_2013,lfpr_f_2014,lfpr_f_2015,lfpr_f_2016,lfpr_f_2017,lfpr_f_2018,lfpr_f_2019,lfpr_m_1995,lfpr_m_2000,lfpr_m_2005,lfpr_m_2010,lfpr_m_2011,lfpr_m_2012,lfpr_m_2013,lfpr_m_2014,lfpr_m_2015,lfpr_m_2016,lfpr_m_2017,lfpr_m_2018,lfpr_m_2019
SRB,Serbia,Very High,ECA,35,,,,0.199,0.196,0.168,0.165,0.16,0.163,0.151,0.146,0.141,0.132,14,13,12,12,12,12,12,12,13,12,12,36.033,29.372,25.592,22.302,21.5944,20.8868,20.1792,19.4716,18.764,17.7495,16.735,15.7205,14.706,40.69,44.71360667,62.72197,80.7313,79.46047,80.515545,81.57062,82.34304,84.64269,85.71534,86.30764,86.30764,86.30764,54.63,58.96698667,75.353755,91.08531,89.45024,89.95038,90.45052,91.58593,93.01813,93.61319,93.61761,93.61761,93.61761,,,,,21.6,22,33.2,33.2,34,34,34,34.4,34.4,37.65182186,,,,,78.4,78,66.8,66.8,66,66,66,65.6,65.6,62.34817814,47.674,46.869,45.515,42.933,42.708,43.091,44.015,44.499,44.213,46.22,47.081,47.536,47.407,66.528,65.976,64.584,59.236,59.424,59.867,60.611,60.715,60.391,61.881,62.322,63.067,62.81
SSD,South Sudan,Low,SSA,,,,,,,,,,,,,,,1890,1730,1480,1100,1070,1050,1090,1140,1110,1130,1150,136.059,129.812,119.88,98.336,94.2836,90.2312,86.1788,82.1264,78.074,74.0655,70.057,66.0485,62.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.34554974,24.34554974,24.34554974,24.34554974,24.34554974,26.55889145,26.55889145,26.55889145,26.55889145,,,,,,75.65445026,75.65445026,75.65445026,75.65445026,75.65445026,73.44110855,73.44110855,73.44110855,73.44110855,70.878,70.8,70.622,70.635,70.634,70.635,70.643,70.665,70.706,70.745,70.804,70.875,70.959,77.582,78.05,77.064,75.965,75.811,75.588,75.3,74.971,74.602,74.364,74.135,73.89,73.833
STP,Sao Tome and Principe,Medium,SSA,133,,,,0.538,0.536,0.534,0.532,0.531,0.53,0.528,0.527,0.537,0.537,223,179,163,140,137,134,132,131,130,130,130,124.339,115.912,110.938,105.962,104.8588,103.7556,102.6524,101.5492,100.446,98.987,97.528,96.069,94.61,,,,30.82567,30.82567,30.82567,30.82567,30.82567,30.82567,31.08628489,31.08628489,31.51726344,31.51726344,,,,44.81506,44.81506,44.81506,44.81506,44.81506,44.81506,45.19394786,45.19394786,45.82051427,45.82051427,7.272727273,7.272727273,9.090909091,9.090909091,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,14.54545455,14.54545455,92.72727273,92.72727273,90.90909091,90.90909091,81.81818182,81.81818182,81.81818182,81.81818182,81.81818182,81.81818182,81.81818182,81.81818182,85.45454545,85.45454545,37.115,38.587,39.597,41.461,41.602,41.683,41.701,41.673,41.651,41.663,41.65,41.633,41.421,74.418,72.753,73.601,76.208,76.357,76.484,76.504,76.365,76.114,75.759,75.277,74.713,74.37
SUR,Suriname,High,LAC,105,,,0.497,0.525,0.509,0.504,0.5,0.495,0.452,0.453,0.451,0.449,0.436,236,221,164,148,139,134,129,124,122,121,120,94.397,89.492,81.156,72.464,71.0692,69.6744,68.2796,66.8848,65.49,64.53125,63.5725,62.61375,61.655,,39.77283514,45.91688,52.41893,53.71934,55.01975,56.35163965,57.715771,58.20774796,58.69972491,58.69972491,61.52695926,61.52695926,,43.49234895,48.10150125,52.8982075,53.85754875,54.81689,55.79331958,56.78714188,57.27120308,57.75526427,57.75526427,60.08498798,60.08498798,15.68627451,15.68627451,,25.49019608,9.803921569,11.76470588,11.76470588,11.76470588,11.76470588,25.49019608,25.49019608,25.49019608,25.49019608,31.37254902,84.31372549,84.31372549,,74.50980392,90.19607843,88.23529412,88.23529412,88.23529412,88.23529412,74.50980392,74.50980392,74.50980392,74.50980392,68.62745098,32.857,33.992,36.643,38.874,39.404,39.609,39.82,39.751,39.295,38.582,38.615,38.672,38.753,66.512,66.262,65.07,64.209,63.956,63.88,63.786,63.82,64.035,64.307,64.142,63.936,63.668
SVK,Slovakia,Very High,,45,0.248,0.219,0.189,0.195,0.195,0.185,0.186,0.186,0.186,0.182,0.185,0.188,0.191,9,8,7,6,6,6,6,5,6,6,5,45.361,27.199,20.68,21.112,21.3824,21.6528,21.9232,22.1936,22.464,23.269,24.074,24.879,25.684,90.5022338,92.07461271,97.887336,97.371356,97.26816,99.09493,99.05726,99.20074,99.11829,101.56579,99.20638,99.20638,99.20638,79.98,95.18835833,97.739766,97.126936,97.00437,99.5308,99.52963,99.50124,99.4359,100,100,100,100,14.66666667,14.66666667,14,16.66666667,15.33333333,16,18.66666667,18.66666667,18.66666667,18.66666667,20,20,20,20,85.33333333,85.33333333,86,83.33333333,84.66666667,84,81.33333333,81.33333333,81.33333333,81.33333333,80,80,80,80,51.568,52.304,51.267,50.637,50.211,50.729,51.075,51.122,52.003,52.639,52.795,52.379,52.182,69.004,67.841,68.58,67.614,67.934,68.193,67.983,68.093,67.816,68.048,67.707,67.781,67.442
SVN,Slovenia,Very High,,10,0.252,,0.134,0.126,0.077,0.072,0.072,0.065,0.063,0.059,0.055,0.072,0.063,13,12,10,8,8,7,7,7,7,7,7,19.522,9.17,5.858,5.166,5.0788,4.9916,4.9044,4.8172,4.73,4.4915,4.253,4.0145,3.776,84.74,93.21777778,93.06703,93.98222,94.75356,95.77733,96.08092,96.83545,97.43918,96.99318,97.2491,97.2491,97.2491,87.84,94.2528,95.63163,96.96433,97.35688,98.0277,98.27128,98.39357,98.93048,98.27146,98.32048,98.32048,98.32048,7.777777778,7.777777778,,10.76923077,10.76923077,23.07692308,24.61538462,24.61538462,26.92307692,27.69230769,27.69230769,28.68217054,20,22.30769231,92.22222222,92.22222222,,89.23076923,89.23076923,76.92307692,75.38461538,75.38461538,73.07692308,72.30769231,72.30769231,71.31782946,80,77.69230769,51.47,51.209,52.798,53.134,52.308,52.28,51.763,52.32,52.019,52.06,53.736,53.81,53.401,64.587,63.956,66.025,65.542,64.004,63.338,63.312,63.276,62.939,61.512,63.422,64.051,63.426
SWE,Sweden,Very High,,3,0.09,0.061,0.052,0.05,0.049,0.048,0.047,0.046,0.045,0.044,0.044,0.041,0.039,6,5,5,4,5,5,5,5,4,4,4,11.37,7.215,6.391,6.012,5.8922,5.7724,5.6526,5.5328,5.413,5.32875,5.2445,5.16025,5.076,73.21,79.89,88.69663,85.10803,85.86052,86.54411,87.15891,87.77016,88.35593,88.81367,89.28605,89.28605,89.28605,74,81.05889444,87.40236,86.04264,86.70904,87.26591,87.76689,88.25616,88.25616,88.979,89.3181,89.3181,89.54352356,40.40114613,40.40114613,42.69340974,45.2722063,44.98567335,44.6991404,44.6991404,44.98567335,44.6991404,43.5530086,43.5530086,43.5530086,46.13180516,47.27793696,59.59885387,59.59885387,57.30659026,54.7277937,55.01432665,55.3008596,55.3008596,55.01432665,55.3008596,56.4469914,56.4469914,56.4469914,53.86819484,52.72206304,59.092,58.358,58.821,58.949,59.462,59.707,60.188,60.383,60.676,60.718,60.978,61.298,61.384,68.501,66.54,67.039,67.426,67.392,67.256,67.616,67.604,67.346,67.42,67.663,67.786,67.766
SWZ,Eswatini (Kingdom of),Medium,SSA,143,0.621,0.633,0.592,0.559,0.555,0.551,0.566,0.564,0.562,0.56,0.559,0.567,0.567,503,521,532,450,441,435,432,434,435,436,437,123.687,114.571,104.671,92.041,89.5948,87.1486,84.7024,82.2562,79.81,79.03125,78.2525,77.47375,76.695,28.4,24.01,16.44,21.85,23.22,24.59,25.96,27.33,27.33,28.7,30.02,31.34,31.34,23.52,23.91,20.31,25.99,27.112,28.234,29.356,30.478,30.478,31.6,32.74,33.88,33.88,8.510638298,8.510638298,6.315789474,16.84210526,21.875,21.875,21.875,14.73684211,14.73684211,14.73684211,14.73684211,14.73684211,12.12121212,12.12121212,91.4893617,91.4893617,93.68421053,83.15789474,78.125,78.125,78.125,85.26315789,85.26315789,85.26315789,85.26315789,85.26315789,87.87878788,87.87878788,43.197,43.993,44.818,45.515,45.851,46.2,46.519,46.794,46.983,47.535,47.978,48.328,48.527,63.489,58.538,57.99,57.367,57.118,56.797,56.458,56.342,56.369,56.242,56.344,56.551,56.78
SYC,Seychelles,High,SSA,,,,,,,,,,,,,,,52,53,55,55,55,55,55,55,54,54,53,68.097,57.909,57.9,59.911,60.1906,60.4702,60.7498,61.0294,61.309,61.49425,61.6795,61.86475,62.05,,,,,,,,,,,,,,,,,,,,,,,,,,,27.27272727,27.27272727,23.52941176,29.41176471,23.52941176,43.75,43.75,43.75,43.75,43.75,21.21212121,21.21212121,21.21212121,21.21212121,72.72727273,72.72727273,76.47058824,70.58823529,76.47058824,56.25,56.25,56.25,56.25,56.25,78.78787879,78.78787879,78.78787879,78.78787879,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syrian Arab Republic,Medium,AS,122,0.503,0.481,0.49,0.513,0.511,0.508,0.505,0.502,0.494,0.486,0.485,0.483,0.482,31,26,25,27,28,28,29,30,30,30,31,67.92,64.663,57.034,51.667,49.9912,48.3154,46.6396,44.9638,43.288,42.114,40.94,39.766,38.592,22.08,25.64,27.092934,29.48,30.804,32.128,33.452,34.776,36.1,37.12,37.12,37.12,37.12,29.75,25.53988571,32.588804,40.49210103,41.22067863,41.94925622,42.67783382,43.40641141,43.40641141,42.644,42.644,43.372,43.372,9.6,9.6,10.4,12,12.4,12.4,12,12,12,12.4,13.2,13.2,13.2,13.2,90.4,90.4,89.6,88,87.6,87.6,88,88,88,87.6,86.8,86.8,86.8,86.8,23.218,20.069,16.231,13.123,13.252,13.412,13.635,13.89,14.127,14.251,14.439,14.575,14.446,82.068,80.181,76.157,72.835,72.994,73.097,73.213,73.371,73.579,73.654,73.921,74.143,74.119
TCD,Chad,Low,SSA,160,,,,,,,,,0.714,0.713,0.718,0.709,0.71,1330,1420,1330,1240,1210,1190,1170,1170,1160,1140,1140,218.094,216.433,209.728,196.08,192.508,188.936,185.364,181.792,178.22,173.9375,169.655,165.3725,161.09,,,,,,,,,1.66182,1.683510335,1.683510335,1.738381058,1.738381058,,,,,,,,,9.85915,9.98783317,9.98783317,10.31336704,10.5268837,2.4,2.4,2.4,6.451612903,5.161290323,12.76595745,14.89361702,14.89361702,14.89361702,14.89361702,14.89361702,12.76595745,15.25423729,14.88095238,97.6,97.6,97.6,93.5483871,94.83870968,87.23404255,85.10638298,85.10638298,85.10638298,85.10638298,85.10638298,87.23404255,84.74576271,85.11904762,64.544,64.4,63.887,63.811,63.829,63.8,63.797,63.79,63.811,63.882,63.934,63.954,63.944,80.253,80.614,80.024,79.339,79.255,79.015,78.765,78.462,78.172,78.075,77.896,77.614,77.547
TGO,Togo,Low,SSA,145,0.732,0.662,0.64,0.613,0.608,0.605,0.585,0.576,0.577,0.574,0.572,0.57,0.573,516,489,492,440,422,410,404,401,398,395,396,107.486,96.979,93.552,92.74,92.5394,92.3388,92.1382,91.9376,91.737,91.0755,90.414,89.7525,89.091,10.98,12.58,13.74,16.12,17.876,19.632,21.388,23.144,23.144,24.9,26.26,27.62,27.62,33.01,35.11,37.04,40.29,42.432,44.574,46.716,48.858,51,52.52,52.52,54.04,54.39332055,1.234567901,1.234567901,4.938271605,7.407407407,11.11111111,11.11111111,11.11111111,15.38461538,17.58241758,17.58241758,17.58241758,17.58241758,17.58241758,16.48351648,98.7654321,98.7654321,95.0617284,92.59259259,88.88888889,88.88888889,88.88888889,84.61538462,82.41758242,82.41758242,82.41758242,82.41758242,82.41758242,83.51648352,80.392,80.308,80.66,77.58,76.604,76.632,76.648,76.649,76.633,76.601,76.556,76.498,76.277,82.729,80.588,80.678,80.711,80.551,80.475,80.345,80.155,79.904,79.635,79.323,78.951,78.936
THA,Thailand,High,EAP,80,0.434,0.435,0.386,0.364,0.357,0.357,0.361,0.423,0.424,0.419,0.432,0.424,0.359,37,43,43,42,41,39,39,38,38,37,37,50.225,45.738,41.908,42.44,44.2646,46.0892,47.9138,49.7384,51.563,49.89925,48.2355,46.57175,44.908,13.59,18.688436,29.44155,35.66749,36.67901,37.69053,38.70205,39.6321025,40.562155,42.42226,42.950165,43.47807,43.47807,21.391947,29.701682,35.979225,40.77605,41.86926333,42.96247667,44.05569,45.79956106,45.79956106,47.46835,48.01507,48.56179,48.56179,6.584992343,6.584992343,6.794425087,10.57142857,13.964687,15.7164869,15.7164869,15.7164869,6.091370558,6.091370558,6.091370558,4.8,5.284552846,14.13333333,93.41500766,93.41500766,93.20557491,89.42857143,86.035313,84.2835131,84.2835131,84.2835131,93.90862944,93.90862944,93.90862944,95.2,94.71544715,85.86666667,65.879,65.615,64.594,63.858,65.969,65.169,62.435,61.432,60.936,60.026,59.209,59.456,59.2,82.895,81.078,80.901,80.052,80.981,80.876,79.397,78.504,77.736,76.693,75.976,76.34,76.08
TJK,Tajikistan,Medium,ECA,70,0.57,0.419,0.348,0.334,0.33,0.326,0.322,0.326,0.324,0.3,0.308,0.312,0.314,104,53,32,23,22,21,20,19,18,17,17,57.359,50.279,42.608,44.602,45.7672,46.9324,48.0976,49.2628,50.428,52.09,53.752,55.414,57.076,82.26,89.93706,92.65,93.20267636,93.22084545,93.23901455,93.25718364,93.27535273,93.29352182,93.31169091,93.32986,93.32986,93.32986,90.47,94.97341,96.8,91.2,90.46,89.72,88.98,88.24,88.24,87.5,95.73984,95.73984,95.73984,2.762430939,2.762430939,13.97849462,19.58762887,17.5257732,17.5257732,17.5257732,17.5257732,15.2173913,14.73684211,20,20,20,20,97.23756906,97.23756906,86.02150538,80.41237113,82.4742268,82.4742268,82.4742268,82.4742268,84.7826087,85.26315789,80,80,80,80,29.653,30.218,30.307,29.943,30.225,30.5,30.78,31.077,31.393,31.706,31.462,31.245,31.284,55.257,54.67,54.52,56.152,55.61,55.011,54.358,53.661,52.923,52.109,52.422,52.699,52.834
TKM,Turkmenistan,High,ECA,,,,,,,,,,,,,,,55,29,18,10,10,9,9,8,8,8,7,26.421,25.434,24.42,22.148,23.0094,23.8708,24.7322,25.5936,26.455,25.94575,25.4365,24.92725,24.418,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,26,16,16.8,16.8,16.8,16.8,26.4,25.80645161,25.80645161,25.80645161,24.8,25,82,82,74,84,83.2,83.2,83.2,83.2,73.6,74.19354839,74.19354839,74.19354839,75.2,75,49.747,50.518,50.864,51.103,51.209,51.356,51.507,51.621,51.685,51.687,51.643,51.563,51.407,74.75,75.111,75.034,76.179,76.582,77.045,77.522,77.938,78.225,78.373,78.419,78.385,78.315
TLS,Timor-Leste,Medium,EAP,,,,,,,,,,,,,,,1100,745,415,219,198,185,176,168,160,152,142,58.565,59.554,62.987,53.413,50.5006,47.5882,44.6758,41.7634,38.851,37.5845,36.318,35.0515,33.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28735632,29.23076923,32.30769231,38.46153846,38.46153846,38.46153846,38.46153846,38.46153846,32.30769231,33.84615385,38.46153846,,,,74.71264368,70.76923077,67.69230769,61.53846154,61.53846154,61.53846154,61.53846154,61.53846154,67.69230769,66.15384615,61.53846154,67.595,66.549,63.027,60.574,60.146,60.007,60.535,61.881,61.187,61.283,61.825,61.875,61.882,80.292,78.474,74.315,70.689,69.961,69.731,70.755,72.896,71.886,72.02,72.809,72.828,72.721
TON,Tonga,High,EAP,79,0.678,0.666,0.451,0.643,0.426,0.424,0.422,0.635,0.632,0.63,0.357,0.357,0.354,89,77,66,57,56,56,56,55,54,53,52,24.524,22.503,21.266,18.985,18.5084,18.0318,17.5552,17.0786,16.602,16.117,15.632,15.147,14.662,71.64,70.739738,68.570723,83.616304,87.48615,88.73983212,89.99351424,91.24719636,92.50087848,92.71736989,92.71736989,94,94,75.63,73.70488,71.09988,84.71816,88.25298,89.20513755,90.15729511,91.10945266,92.06161021,92.2981711,92.2981711,93.4,93.4,0.1,0.1,0.1,3.448275862,0.1,3.571428571,3.571428571,3.571428571,0.1,0.1,0.1,7.692307692,7.407407407,7.407407407,99.9,99.9,99.9,96.55172414,99.9,96.42857143,96.42857143,96.42857143,99.9,99.9,99.9,92.30769231,92.59259259,92.59259259,45.145,44.243,45.741,45.414,45.553,45.703,45.826,45.831,45.755,45.735,45.726,45.734,45.737,74.872,73.477,75.398,75.249,75.278,75.337,75.452,75.213,74.824,74.571,74.413,74.405,74.337
TTO,Trinidad and Tobago,High,LAC,73,0.44,,0.368,0.36,0.359,0.358,0.354,0.354,0.34,0.334,0.333,0.331,0.323,93,81,76,71,72,71,70,69,68,68,67,56.07,44.299,38.43,38.088,37.4314,36.7748,36.1182,35.4616,34.805,33.62625,32.4475,31.26875,30.09,44,50.73,56.65,59.7,62.42,65.14,67.86,70.58,70.58,73.3,74.42,74.42,74.45364195,43.16,50.85,56.16,60.1785041,62.22334713,64.26819015,66.31303318,68.3578762,68.3578762,69.132,69.132,71.2,71.21323836,19.40298507,19.40298507,,25.37313433,27.39726027,27.39726027,26.02739726,26.02739726,24.65753425,31.50684932,31.50684932,30.1369863,30.1369863,32.87671233,80.59701493,80.59701493,,74.62686567,72.60273973,72.60273973,73.97260274,73.97260274,75.34246575,68.49315068,68.49315068,69.8630137,69.8630137,67.12328767,44.885,46.528,53.543,51.059,50.359,51.61,51.841,52.184,50.763,51.099,50.552,50.279,50.062,75.89,76.243,76.141,73.885,72.914,72.994,72.93,73.14,73.152,71.525,71.247,70.822,70.239
TUN,Tunisia,High,AS,65,0.515,0.412,0.312,0.286,0.28,0.28,0.28,0.272,0.275,0.275,0.271,0.273,0.296,88,66,51,46,46,46,46,46,46,45,43,17.069,9.669,6.091,6.432,6.6636,6.8952,7.1268,7.3584,7.59,7.65275,7.7155,7.77825,7.841,15.92,20.67,26.11,32.78301,34.02056,33.32066,35.42570143,37.53074286,37.53074286,39.952,41.24914286,42.326,42.43799338,31.9,36.98,41.85,46.06319,47.27447,46.57766,48.25801416,49.93836831,49.93836831,52.728,52.728,54.564,54.564,6.748466258,6.748466258,11.53846154,19.26910299,23.31288344,26.7281106,26.7281106,26.7281106,31.33640553,31.33640553,31.33640553,31.33640553,31.33640553,22.58064516,93.25153374,93.25153374,88.46153846,80.73089701,76.68711656,73.2718894,73.2718894,73.2718894,68.66359447,68.66359447,68.66359447,68.66359447,68.66359447,77.41935484,22.895,23.184,23.247,24.463,24.439,25.213,25.09,24.888,24.652,24.404,24.173,23.946,23.777,74.205,71.192,67.498,69.616,70.277,70.913,70.189,70.115,70.094,70.025,69.889,69.668,69.433
TUR,Turkey,Very High,ECA,68,0.604,0.554,0.531,0.427,0.387,0.378,0.362,0.355,0.339,0.334,0.325,0.308,0.306,52,42,33,24,23,22,20,19,19,18,17,60.266,54.68,45.263,38.514,37.0598,35.6056,34.1514,32.6972,31.243,30.072,28.901,27.73,26.559,14,18.08,20.93504,34.07845,37.50078,38.9821,40.5052,43.47678,44.86801,48.04392,50.15919,50.15919,50.15919,32.48,35.97,40.22201,54.48246,58.4233,60.01188,61.50512,64.7694,58.96188,68.7969,70.75041,70.75041,72.23768638,2.363636364,2.363636364,4.181818182,4.363636364,9.107468124,14.18181818,14.18181818,14.41605839,14.41605839,14.90909091,14.90909091,14.571949,17.44966443,17.44966443,97.63636364,97.63636364,95.81818182,95.63636364,90.89253188,85.81818182,85.81818182,85.58394161,85.58394161,85.09090909,85.09090909,85.428051,82.55033557,82.55033557,30.752,26.286,23.303,27.033,28.319,28.872,30.09,30.225,31.452,32.474,33.529,34.078,34.013,77.463,72.621,70.118,69.641,70.507,69.793,70.355,71.183,71.632,72.066,72.578,72.745,72.586
TUV,Tuvalu,,EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333333,8.333333333,0.1,0.1,0.1,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.25,91.66666667,91.66666667,99.9,99.9,99.9,93.33333333,93.33333333,93.33333333,93.33333333,93.33333333,93.33333333,93.33333333,93.33333333,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,Tanzania (United Republic of),Low,SSA,140,0.655,,0.597,,0.577,0.575,0.572,0.568,0.565,0.56,0.557,0.556,0.556,990,854,721,644,628,615,593,574,556,539,524,140.699,134.39,134.175,133.45,131.392,129.334,127.276,125.218,123.16,121.96625,120.7725,119.57875,118.385,3.24,4.04337,5.485449,7.691014,8.132127,8.57324,9.329702353,10.08616471,10.84262706,11.90167436,11.90167436,11.90167436,12.01460577,7.68,7.8972,9.711858,12.591488,13.167414,13.74334,14.50201748,15.26069496,16.01937244,16.9164573,16.9164573,16.9164573,16.93175295,17.45454545,17.45454545,,30.40752351,,36,36,36,36,36,36.55913978,37.17948718,37.17948718,36.8956743,82.54545455,82.54545455,,69.59247649,,64,64,64,64,64,63.44086022,62.82051282,62.82051282,63.1043257,84.727,84.605,86.71,84.164,83.227,82.201,81.076,79.841,79.847,79.825,79.793,79.748,79.565,90.228,89.832,90.041,89.203,88.938,88.656,88.347,88,87.933,87.794,87.63,87.435,87.338
UGA,Uganda,Low,SSA,131,0.651,0.644,0.595,0.571,0.56,0.555,0.551,0.547,0.544,0.543,0.538,0.537,0.535,670,578,491,430,419,412,401,394,387,381,375,177.154,178.639,167.02,150.734,146.9648,143.1956,139.4264,135.6572,131.888,128.625,125.362,122.099,118.836,7.18,7.1,15.063005,22.90156,23.65462482,24.40768963,25.16075445,25.91381927,25.91381927,26.17591663,26.7,27.36,27.48236041,16.88,16.47364,20.087825,33.54014,32.5987,31.65726,31.88912206,32.12098413,32.12098413,32.44586195,32.44586195,34.71,35.13158644,18.11594203,18.11594203,17.79359431,23.93442623,31.28834356,34.97409326,34.97409326,34.97409326,34.97409326,34.97409326,33.48946136,34.29844098,34.29844098,34.8583878,81.88405797,81.88405797,82.20640569,76.06557377,68.71165644,65.02590674,65.02590674,65.02590674,65.02590674,65.02590674,66.51053864,65.70155902,65.70155902,65.1416122,63.283,64.134,65.073,66.047,66.252,66.461,66.525,66.586,66.65,66.72,66.801,66.874,66.998,77.311,76.808,76.489,76.323,76.286,76.252,75.995,75.677,75.327,74.921,74.481,73.957,73.921
UKR,Ukraine,High,ECA,52,0.48,0.388,0.379,0.334,0.327,0.319,0.313,0.302,0.288,0.282,0.273,0.27,0.234,52,35,33,25,23,24,23,24,21,20,19,57.7,43.538,29.279,30.411,29.9194,29.4278,28.9362,28.4446,27.953,26.8925,25.832,24.7715,23.711,79.7,84.0053975,89.37,91.74,92.392,93.044,93.696,94.348,94.348,95,94.5,94,94,89,91.40001667,94.69,95.91,95.928,95.946,95.964,95.982,95.982,96,95.62,95.24,95.24,3.777777778,3.777777778,7.777777778,5.333333333,8,8,9.438202247,9.438202247,11.66666667,12.08530806,12.01923077,12.29314421,12.29314421,20.51886792,96.22222222,96.22222222,92.22222222,94.66666667,92,92,90.56179775,90.56179775,88.33333333,87.91469194,87.98076923,87.70685579,87.70685579,79.48113208,54.019,50.782,48.553,48.402,48.245,47.484,48.383,47.054,47.387,47.127,47.056,46.973,46.732,66.724,64.373,62.934,62.97,63.731,64.012,64.381,63.297,63.615,63.471,63.453,63.329,63.094
URY,Uruguay,Very High,LAC,62,0.432,0.377,0.362,0.318,0.326,0.326,0.332,0.33,0.302,0.3,0.286,0.285,0.288,33,26,22,17,17,17,18,17,18,18,17,70.601,67.285,64.697,61.103,61.013,60.923,60.833,60.743,60.653,60.1715,59.69,59.2085,58.727,42.63,52.93482286,52.40904,50.6011,53.11463,54.37615,53.79953,54.96662,55.83283,56.79404,57.82117,58.83082,58.83082,39.63229853,50.47355857,49.76387333,48.23554,49.03562,50.2724,50.61975,51.58184,52.13562,52.85853,54.01071,54.57922,54.57922,6.923076923,6.923076923,11.53846154,10.76923077,14.61538462,12.30769231,12.30769231,12.30769231,11.53846154,19.23076923,19.23076923,22.30769231,22.30769231,20.93023256,93.07692308,93.07692308,88.46153846,89.23076923,85.38461538,87.69230769,87.69230769,87.69230769,88.46153846,80.76923077,80.76923077,77.69230769,77.69230769,79.06976744,49.145,50.839,52.316,55.33,55.978,55.793,54.983,55.977,55.742,55.942,55.606,55.419,55.579,76.456,74.822,73.742,76.756,76.832,76.027,75.859,75.809,75.172,74.337,73.717,73.256,73.324
USA,United States,Very High,,46,0.305,,0.263,0.259,0.255,0.25,0.245,0.235,0.238,0.236,0.229,0.211,0.204,12,12,13,15,15,16,16,16,18,19,19,59.511,51.39,42.682,39.581,37.2522,34.9234,32.5946,30.2658,27.937,25.91775,23.8985,21.87925,19.86,93.42135223,93.76141955,93.88051,94.93398,95.04403,95.14301,95.39158,95.42986,95.47838,95.70407,95.89002,96.07597,96.07597,95.56,94.42632222,93.49588,94.59259,94.75115,94.8125,95.00186,95.08369,95.17981,95.4569,95.71806,95.97922,95.97922,11.21495327,11.21495327,,14.95327103,16.82242991,16.85393258,18.35205993,18.23308271,19.43925234,19.47565543,19.54887218,19.66292135,23.59550562,23.72881356,88.78504673,88.78504673,,85.04672897,83.17757009,83.14606742,81.64794007,81.76691729,80.56074766,80.52434457,80.45112782,80.33707865,76.40449438,76.27118644,57.858,59.021,58.238,57.499,56.925,56.785,56.288,56.108,55.835,55.998,56.323,56.385,56.126,74.268,74.197,72.16,69.901,69.33,69.564,68.962,68.519,68.413,68.548,68.484,68.457,68.186
